,Users,Movie,Rating
46106,9222,Boyhood,5.7
46107,9222,The Huntsman: Winter's War,2.4
46108,9222,Project X,2.9
46109,9222,Gangster Squad,6.3
46110,9223,How to Train Your Dragon 2,9
46111,9223,Allegiant,6.4
46112,9223,Legend,7.7
46113,9223,Dear Zindagi,8.2
46114,9223,Storks,7.1
46115,9224,USS Indianapolis: Men of Courage,8.8
46116,9224,Contratiempo,8.9
46117,9224,Australia,4.6
46118,9224,Jason Bourne,7.2
46119,9224,Suicide Squad,3.7
46120,9225,The Lost City of Z,3
46121,9225,Argo,7
46122,9225,2012,8.8
46123,9225,Hairspray,2.6
46124,9225,Enchanted,6.8
46125,9226,Focus,4
46126,9226,American Sniper,2.6
46127,9226,Ballerina,8.5
46128,9226,Hanna,8.5
46129,9226,Blue Valentine,7.7
46130,9227,The Break-Up,2.9
46131,9227,Their Finest,4.1
46132,9227,Bleed for This,9.4
46133,9227,Live by Night,3.7
46134,9227,Let Me Make You a Martyr,3.5
46135,9228,Perfetti sconosciuti,3.4
46136,9228,Seventh Son,8.4
46137,9228,Satanic,9.4
46138,9228,Inherent Vice,3.6
46139,9228,The Infiltrator,3.2
46140,9229,Jennifer's Body,4.5
46141,9229,Star Trek Into Darkness,7.1
46142,9229,Lady Macbeth,4.2
46143,9229,War on Everyone,4.4
46144,9229,The Spectacular Now,3.4
46145,9230,Disturbia,8.6
46146,9230,Despicable Me,8
46147,9230,The Drop,7.3
46148,9230,Loving,7.1
46149,9230,The Invitation,6.2
46150,9231,World War Z,9.3
46151,9231,The Theory of Everything,8.7
46152,9231,22 Jump Street,2.5
46153,9231,Clown,2.6
46154,9231,Arrival,3
46155,9232,Busanhaeng,6.8
46156,9232,The Hills Have Eyes,9.3
46157,9232,Resident Evil: The Final Chapter,8.3
46158,9232,Pandorum,6.7
46159,9232,Kimi no na wa,2.9
46160,9233,To Rome with Love,8.9
46161,9233,Noah,8.6
46162,9233,Seven Pounds,9.7
46163,9233,Saving Mr. Banks,7.2
46164,9233,The Fast and the Furious: Tokyo Drift,8.6
46165,9234,Raw (II),9.1
46166,9234,A United Kingdom,9.1
46167,9234,The Skin I Live In,9.2
46168,9234,Lída Baarová,8.4
46169,9234,Morgan,6.8
46170,9235,The Promise,8.3
46171,9235,In Time,6.2
46172,9235,Oblivion,8
46173,9235,Fast Five,9.9
46174,9235,Morgan,3.2
46175,9236,Brooklyn,8.1
46176,9236,Robin Hood,7.6
46177,9236,Spring Breakers,8.9
46178,9236,Horns,3
46179,9236,The Martian,6.9
46180,9237,Paul,8.5
46181,9237,Juno,9.9
46182,9237,RoboCop,7.7
46183,9237,L'odyssée,2.3
46184,9237,Bronson,7.2
46185,9238,Bleed for This,7.9
46186,9238,Patriots Day,7.8
46187,9238,The Happening,9.7
46188,9238,The Gambler,4.4
46189,9238,Transpecos,8.2
46190,9239,Slither,2.1
46191,9239,The Hills Have Eyes,9.4
46192,9239,Lone Survivor,2.7
46193,9239,The Girl on the Train,2.4
46194,9239,Cars,2.8
46195,9240,Mr. Nobody,6.6
46196,9240,3 Idiots,5.5
46197,9240,In the Heart of the Sea,4.5
46198,9240,Zodiac,7.3
46199,9240,The Babadook,3.9
46200,9241,Criminal,4.7
46201,9241,Thor,3.2
46202,9241,17 Again,7.5
46203,9241,Gone Girl,3
46204,9241,Noah,2.7
46205,9242,Oculus,4.1
46206,9242,The Stakelander,4.7
46207,9242,Pirates of the Caribbean: At World's End,6.1
46208,9242,The Legend of Tarzan,4.6
46209,9242,Lovesong,7.5
46210,9243,Underworld: Blood Wars,3.4
46211,9243,Sing Street,7.4
46212,9243,Precious,5.1
46213,9243,Self/less,6.7
46214,9243,Crawlspace,8.9
46215,9244,The Descendants,3.9
46216,9244,Ma vie de Courgette,5
46217,9244,Blue Valentine,2.9
46218,9244,The Girl with the Dragon Tattoo,8.1
46219,9244,Lady in the Water,3.7
46220,9245,The Great Gatsby,4.2
46221,9245,Sucker Punch,7.5
46222,9245,Criminal,3.5
46223,9245,Crimson Peak,8.2
46224,9245,Eastern Promises,3.6
46225,9246,Scouts Guide to the Zombie Apocalypse,2.9
46226,9246,The Strangers,9.8
46227,9246,The A-Team,3.6
46228,9246,Chef,7.1
46229,9246,Kickboxer: Vengeance,6.7
46230,9247,He's Just Not That Into You,5.1
46231,9247,Woman in Gold,7.4
46232,9247,Doctor Strange,8
46233,9247,Everest,5
46234,9247,The Prestige,6.2
46235,9248,He's Just Not That Into You,6.6
46236,9248,Deuces,8.8
46237,9248,The Other Woman,7.4
46238,9248,Shutter Island,5.4
46239,9248,Iron Man Three,8
46240,9249,Wrecker,4.9
46241,9249,A Quiet Passion,8.9
46242,9249,(500) Days of Summer,2.7
46243,9249,Gods of Egypt,6.2
46244,9249,Deuces,5.7
46245,9250,Death Race,7.2
46246,9250,Focus,2.8
46247,9250,Ted,8
46248,9250,Don't Think Twice,4.5
46249,9250,Silent Hill,9.1
46250,9251,Fury,7
46251,9251,Sausage Party,4.5
46252,9251,Unfriended,6.3
46253,9251,Vicky Cristina Barcelona,9
46254,9251,Dredd,5.7
46255,9252,Pain & Gain,6.5
46256,9252,Dredd,9.6
46257,9252,The Karate Kid,7.1
46258,9252,August Rush,9.4
46259,9252,10 Years,6.7
46260,9253,The BFG,5.9
46261,9253,The Comedian,6.4
46262,9253,The Stanford Prison Experiment,2.7
46263,9253,Green Room,3.9
46264,9253,The Amazing Spider-Man,7.8
46265,9254,Thor,5.7
46266,9254,Free State of Jones,5.7
46267,9254,Toni Erdmann,6.2
46268,9254,The Lovely Bones,4.2
46269,9254,Saving Mr. Banks,4.9
46270,9255,Immortals,9.4
46271,9255,Terminator Genisys,8.7
46272,9255,The Happening,2.2
46273,9255,The Huntsman: Winter's War,8.3
46274,9255,Chalk It Up,5.1
46275,9256,Riddick,7.4
46276,9256,L'avenir,4.1
46277,9256,Diary of a Wimpy Kid: Dog Days,4.9
46278,9256,Blended,8.1
46279,9256,Megamind,8.4
46280,9257,Chappie,3
46281,9257,"Hail, Caesar!",8
46282,9257,Watchmen,3.3
46283,9257,Unfriended,3.6
46284,9257,Dracula Untold,3.5
46285,9258,G.I. Joe: Retaliation,7.3
46286,9258,USS Indianapolis: Men of Courage,6.7
46287,9258,Megamind,4.4
46288,9258,Red Dawn,6.3
46289,9258,The Fault in Our Stars,8.9
46290,9259,Shin Gojira,6.5
46291,9259,Birth of the Dragon,4.8
46292,9259,The Descendants,9.4
46293,9259,Pacific Rim,5.5
46294,9259,RoboCop,9.8
46295,9260,The 5th Wave,9.4
46296,9260,Green Room,5.3
46297,9260,12 Years a Slave,3.8
46298,9260,Lída Baarová,3.5
46299,9260,En man som heter Ove,2.3
46300,9261,Me and Earl and the Dying Girl,4.3
46301,9261,The Boy in the Striped Pyjamas,3.1
46302,9261,I Am the Pretty Thing That Lives in the House,6.3
46303,9261,Teenage Mutant Ninja Turtles,2
46304,9261,The Wolverine,6.1
46305,9262,Kynodontas,8.5
46306,9262,Paper Towns,2.2
46307,9262,The Giver,6.5
46308,9262,Terminator Genisys,9
46309,9262,Billy Lynn's Long Halftime Walk,3.1
46310,9263,Iron Man 2,9.5
46311,9263,The Fountain,2
46312,9263,Don't Breathe,9.2
46313,9263,Blue Valentine,4.4
46314,9263,Blood Father,3
46315,9264,The Avengers,6.4
46316,9264,Before I Wake,3.3
46317,9264,Diary of a Wimpy Kid: Rodrick Rules,3.9
46318,9264,Max,7.5
46319,9264,The Purge: Election Year,8.2
46320,9265,What We Do in the Shadows,3.8
46321,9265,Rupture,3.6
46322,9265,The Purge,5.6
46323,9265,Tropic Thunder,2.3
46324,9265,Rio,4.5
46325,9266,There Will Be Blood,8
46326,9266,The Hurt Locker,2.4
46327,9266,22 Jump Street,3.6
46328,9266,This Means War,6.6
46329,9266,A Bigger Splash,4.9
46330,9267,The Dark Knight Rises,2.9
46331,9267,Harry Potter and the Order of the Phoenix,8.5
46332,9267,Rio,2.9
46333,9267,17 Again,8.2
46334,9267,Into the Forest,4
46335,9268,The Survivalist,3.9
46336,9268,Zipper,9.9
46337,9268,The Man Who Knew Infinity,2.1
46338,9268,Real Steel,5.2
46339,9268,The Conjuring 2,3.5
46340,9269,The Other Boleyn Girl,9.7
46341,9269,42,4.2
46342,9269,The Avengers,3
46343,9269,Divergent,8.6
46344,9269,Magic Mike,2.4
46345,9270,Absolutely Anything,9.3
46346,9270,Pain & Gain,3.1
46347,9270,Twilight,5.7
46348,9270,Hounds of Love,8.8
46349,9270,The Exception,8.5
46350,9271,Taare Zameen Par,9
46351,9271,Bad Moms,8.1
46352,9271,Pompeii,2.4
46353,9271,Passengers,7
46354,9271,Jack Ryan: Shadow Recruit,6.6
46355,9272,Birdman or (The Unexpected Virtue of Ignorance),2.8
46356,9272,Iron Man 2,8
46357,9272,Inferno,9.7
46358,9272,Bahubali: The Beginning,9.1
46359,9272,Dracula Untold,4.3
46360,9273,The Visit,6.4
46361,9273,Olympus Has Fallen,7.4
46362,9273,Allied,3.5
46363,9273,The Golden Compass,8.8
46364,9273,Diary of a Wimpy Kid: Dog Days,5.2
46365,9274,The A-Team,6.6
46366,9274,The Hunger Games: Catching Fire,3.1
46367,9274,Robin Hood,4.5
46368,9274,Inferno,9.2
46369,9274,The Three Musketeers,7.3
46370,9275,The Martian,2.5
46371,9275,Flight,4.1
46372,9275,American Gangster,9
46373,9275,Tinker Tailor Soldier Spy,7.2
46374,9275,Knight of Cups,6.4
46375,9276,American Pastoral,5.9
46376,9276,Paterson,4.5
46377,9276,Storks,7.8
46378,9276,Planet Terror,5.8
46379,9276,Everybody Wants Some!!,3.3
46380,9277,Hacksaw Ridge,2.3
46381,9277,The A-Team,8.1
46382,9277,Fences,6.1
46383,9277,Savages,4.6
46384,9277,Zero Dark Thirty,4.3
46385,9278,The Heartbreak Kid,8.1
46386,9278,Unknown,6.1
46387,9278,Clash of the Titans,9.8
46388,9278,Seventh Son,9.2
46389,9278,Regression,7.4
46390,9279,The Ridiculous 6,6.6
46391,9279,Fury,9
46392,9279,The Help,2.3
46393,9279,Rocky Balboa,8
46394,9279,Sleeping with Other People,4.5
46395,9280,Footloose,8
46396,9280,Beowulf,4.3
46397,9280,Her,5.5
46398,9280,Amateur Night,2.1
46399,9280,Steve Jobs,7.6
46400,9281,Beowulf,7.1
46401,9281,Indiana Jones and the Kingdom of the Crystal Skull,5.3
46402,9281,Texas Chainsaw 3D,2.2
46403,9281,The Girl with All the Gifts,5.9
46404,9281,A Million Ways to Die in the West,6.9
46405,9282,Paul,3.6
46406,9282,Never Back Down,9.6
46407,9282,Texas Chainsaw 3D,7.5
46408,9282,Scouts Guide to the Zombie Apocalypse,3
46409,9282,En man som heter Ove,6
46410,9283,Escape Plan,4
46411,9283,Wolves at the Door,4.4
46412,9283,Unbroken,4.8
46413,9283,Hugo,8.1
46414,9283,Fantastic Four,5.2
46415,9284,X-Men Origins: Wolverine,9.6
46416,9284,The Hobbit: The Desolation of Smaug,7.7
46417,9284,Free Fire,2.3
46418,9284,A Hologram for the King,6.5
46419,9284,Idiocracy,7.5
46420,9285,Boyka: Undisputed IV,2.4
46421,9285,Mommy,8.7
46422,9285,Harry Potter and the Order of the Phoenix,8.7
46423,9285,Avengers: Age of Ultron,7.5
46424,9285,The Exception,7.4
46425,9286,Frantz,6.8
46426,9286,Ben-Hur,5.2
46427,9286,Whiskey Tango Foxtrot,8.7
46428,9286,The Butler,5.6
46429,9286,Sin City: A Dame to Kill For,3.2
46430,9287,Nine Lives,9.2
46431,9287,Limitless,2.9
46432,9287,Yoga Hosers,2.3
46433,9287,The Last Witch Hunter,8.6
46434,9287,Collide,5.4
46435,9288,Dark Places,6.1
46436,9288,Step Up 2: The Streets,5.8
46437,9288,The Black Room,4.8
46438,9288,Kick-Ass,5.7
46439,9288,Take Me Home Tonight,5.6
46440,9289,The Blackcoat's Daughter,9.1
46441,9289,This Is 40,3.7
46442,9289,Winter's Bone,3.7
46443,9289,Money Monster,5.2
46444,9289,Gone Baby Gone,4.7
46445,9290,Blue Valentine,4.2
46446,9290,Gone Girl,3.5
46447,9290,The Girl on the Train,7.7
46448,9290,Django Unchained,6
46449,9290,Their Finest,6.4
46450,9291,Final Destination 5,8.8
46451,9291,Bridget Jones's Baby,7.1
46452,9291,Mine,6
46453,9291,The Conjuring,9.4
46454,9291,Into the Forest,6.6
46455,9292,End of Watch,7.6
46456,9292,Ex Machina,7.6
46457,9292,Mike and Dave Need Wedding Dates,3.1
46458,9292,The Expendables,4.8
46459,9292,50/50,7
46460,9293,Wolves at the Door,9.4
46461,9293,RED,6.5
46462,9293,American Gangster,8.1
46463,9293,Easy A,6.1
46464,9293,Martyrs,9.1
46465,9294,Sing Street,7.9
46466,9294,Burnt,2.6
46467,9294,Funny Games,2.8
46468,9294,The Gift,3.6
46469,9294,Masterminds,8.1
46470,9295,Hunger,7
46471,9295,The Hobbit: The Battle of the Five Armies,5.1
46472,9295,The Fast and the Furious: Tokyo Drift,7.8
46473,9295,The Blackcoat's Daughter,8.4
46474,9295,3 Idiots,5.7
46475,9296,Lucky Number Slevin,9.8
46476,9296,The Ticket,7.5
46477,9296,Ballerina,9.3
46478,9296,Argo,6
46479,9296,Kung Fu Panda 3,6.6
46480,9297,X: First Class,2.9
46481,9297,Filth,7
46482,9297,The Girl with the Dragon Tattoo,3.6
46483,9297,Horrible Bosses,7.3
46484,9297,The Fault in Our Stars,3.4
46485,9298,Now You See Me,2.7
46486,9298,2307: Winter's Dream,9.5
46487,9298,Resident Evil: Retribution,9.7
46488,9298,The Golden Compass,4.7
46489,9298,Frozen,9.4
46490,9299,Annabelle,8
46491,9299,The Family,5.3
46492,9299,Sin City: A Dame to Kill For,5.4
46493,9299,Demain tout commence,2.3
46494,9299,I.T.,4.1
46495,9300,The Autopsy of Jane Doe,5.3
46496,9300,Iron Man,5.2
46497,9300,Trolls,6.7
46498,9300,How to Train Your Dragon 2,7.7
46499,9300,Pride and Prejudice and Zombies,6
46500,9301,Blair Witch,5.6
46501,9301,Lída Baarová,3.1
46502,9301,The Promise,7.7
46503,9301,Mr. Brooks,6.3
46504,9301,Pirates of the Caribbean: At World's End,6.7
46505,9302,Legend,4.3
46506,9302,"Love, Rosie",4
46507,9302,PK,5.7
46508,9302,Mr. Nobody,8.6
46509,9302,Transformers: Revenge of the Fallen,6.1
46510,9303,Lavender,9.8
46511,9303,There Will Be Blood,7
46512,9303,Fantastic Mr. Fox,2.3
46513,9303,The Cabin in the Woods,4.6
46514,9303,Iris,3.7
46515,9304,The Assassination of Jesse James by the Coward Robert Ford,4.2
46516,9304,The Assassination of Jesse James by the Coward Robert Ford,5.6
46517,9304,Below Her Mouth,7.3
46518,9304,Zack and Miri Make a Porno,8.8
46519,9304,Body of Lies,9.4
46520,9305,Morgan,6.3
46521,9305,Toni Erdmann,6.1
46522,9305,Sunshine,3.1
46523,9305,Slither,2.8
46524,9305,Realive,9.1
46525,9306,Jack Ryan: Shadow Recruit,4.4
46526,9306,What If,7
46527,9306,Realive,6
46528,9306,Taare Zameen Par,3.1
46529,9306,Ender's Game,3.6
46530,9307,Fifty Shades of Grey,8.9
46531,9307,Personal Shopper,2.8
46532,9307,Rise of the Planet of the Apes,9.5
46533,9307,Out of the Furnace,2
46534,9307,Alice Through the Looking Glass,4.8
46535,9308,Easy A,7.9
46536,9308,Carol,5.9
46537,9308,Star Trek Beyond,4.8
46538,9308,Vacation,8.3
46539,9308,Rupture,3.8
46540,9309,World War Z,3.1
46541,9309,Dope,4.6
46542,9309,Folk Hero & Funny Guy,2
46543,9309,The Social Network,7
46544,9309,The Last Witch Hunter,4.6
46545,9310,Patriots Day,8.2
46546,9310,The Huntsman: Winter's War,7.2
46547,9310,PK,4.9
46548,9310,Captain Fantastic,2.2
46549,9310,The Lost City of Z,6.1
46550,9311,Aliens vs Predator - Requiem,8.5
46551,9311,Legend,5.8
46552,9311,Neighbors,2.1
46553,9311,21,6.9
46554,9311,Real Steel,6.3
46555,9312,Step Up 2: The Streets,9.2
46556,9312,Vampire Academy,3.8
46557,9312,Fast & Furious,8.6
46558,9312,Monsters University,9.4
46559,9312,Below Her Mouth,3.9
46560,9313,Pitch Perfect 2,4.7
46561,9313,Billy Lynn's Long Halftime Walk,3.6
46562,9313,Alice Through the Looking Glass,9.3
46563,9313,The Magnificent Seven,8.5
46564,9313,Passengers,3.9
46565,9314,Queen of Katwe,7.7
46566,9314,Fantastic Mr. Fox,3.8
46567,9314,Locke,4.3
46568,9314,The Last Witch Hunter,7.6
46569,9314,Tracktown,5.7
46570,9315,The House Bunny,3.7
46571,9315,American Gangster,7.3
46572,9315,Hunt for the Wilderpeople,5.7
46573,9315,Kung Fu Panda 3,2
46574,9315,I Am the Pretty Thing That Lives in the House,2.8
46575,9316,Immortals,2.4
46576,9316,Red Dawn,8
46577,9316,Sully,3.5
46578,9316,My Big Fat Greek Wedding 2,2
46579,9316,The Spectacular Now,9
46580,9317,Barbershop: The Next Cut,6.3
46581,9317,Bahubali: The Beginning,2.1
46582,9317,Wrath of the Titans,7.9
46583,9317,The Bad Batch,4.3
46584,9317,Warcraft,5.9
46585,9318,Disturbia,8.8
46586,9318,Macbeth,5.5
46587,9318,Zipper,4.9
46588,9318,Babel,5.3
46589,9318,Diary of a Wimpy Kid,7.5
46590,9319,Dangal,7.9
46591,9319,Hacksaw Ridge,2.5
46592,9319,Friday the 13th,7.7
46593,9319,3 Days to Kill,6.9
46594,9319,Southpaw,9.6
46595,9320,The Babysitters,8.1
46596,9320,Old Boy,5.6
46597,9320,The Martian,2.8
46598,9320,Final Girl,9.3
46599,9320,The Girl with All the Gifts,5.1
46600,9321,The Theory of Everything,8
46601,9321,The Kings of Summer,4.6
46602,9321,I.T.,6.4
46603,9321,Prisoners,4.6
46604,9321,17 Again,5.5
46605,9322,The Neighbor,6.2
46606,9322,Bridesmaids,9.9
46607,9322,Source Code,2.2
46608,9322,Satanic,5.7
46609,9322,Swiss Army Man,5.8
46610,9323,Never Back Down,3.9
46611,9323,The Secret Scripture,4.9
46612,9323,Denial,4.9
46613,9323,Indignation,9.6
46614,9323,The Hateful Eight,8.2
46615,9324,Kick-Ass,5.9
46616,9324,Fantastic Four,9.5
46617,9324,I Spit on Your Grave,3.1
46618,9324,Funny Games,4.8
46619,9324,Her,8.5
46620,9325,Teenage Mutant Ninja Turtles: Out of the Shadows,7.8
46621,9325,In the Heart of the Sea,2.9
46622,9325,The Fast and the Furious: Tokyo Drift,3
46623,9325,Olympus Has Fallen,7.7
46624,9325,The Void,3.5
46625,9326,Take Me Home Tonight,8.1
46626,9326,The Whole Truth,3
46627,9326,The Hunger Games: Mockingjay - Part 1,3.4
46628,9326,Dirty Grandpa,2.9
46629,9326,Whiskey Tango Foxtrot,4.8
46630,9327,The Giver,8.9
46631,9327,Total Recall,7.6
46632,9327,The Man Who Knew Infinity,9.3
46633,9327,3 Idiots,5.7
46634,9327,The Daughter,3.2
46635,9328,Love & Friendship,4.6
46636,9328,Kicks,9.7
46637,9328,The Judge,4.5
46638,9328,Dangal,3.8
46639,9328,Wanted,8.2
46640,9329,Exodus: Gods and Kings,6.5
46641,9329,Clash of the Titans,7.6
46642,9329,Antichrist,2.1
46643,9329,Satanic,5.1
46644,9329,The Siege of Jadotville,8
46645,9330,After Earth,5.8
46646,9330,Aliens vs Predator - Requiem,4.5
46647,9330,The Hunger Games,6.1
46648,9330,Couples Retreat,5.4
46649,9330,The Skin I Live In,2.8
46650,9331,What's Your Number?,7.4
46651,9331,Insidious,9.5
46652,9331,Olympus Has Fallen,4.5
46653,9331,Stardust,4.7
46654,9331,Office Christmas Party,8.2
46655,9332,Jagten,6.4
46656,9332,Pineapple Express,8.2
46657,9332,San Andreas,5.9
46658,9332,Men in Black 3,3.2
46659,9332,Predestination,9.1
46660,9333,Gravity,4.8
46661,9333,Captain Fantastic,7.6
46662,9333,The House Bunny,5.6
46663,9333,The Hobbit: The Battle of the Five Armies,2.6
46664,9333,Paris pieds nus,9.1
46665,9334,The Devil Wears Prada,2.7
46666,9334,King Cobra,8.1
46667,9334,Disturbia,2.5
46668,9334,A United Kingdom,6.9
46669,9334,Beowulf,5.8
46670,9335,Thor,7.4
46671,9335,Mission: Impossible III,7.2
46672,9335,The Martian,8.5
46673,9335,Mr. Brooks,7.9
46674,9335,Bahubali: The Beginning,8.8
46675,9336,Get Hard,9.4
46676,9336,Escape Plan,3
46677,9336,The Twilight Saga: Eclipse,4.3
46678,9336,Eastern Promises,7.3
46679,9336,The Ridiculous 6,9
46680,9337,Woman in Gold,3.5
46681,9337,Looper,9.1
46682,9337,Couples Retreat,8.8
46683,9337,Concussion,5.8
46684,9337,Silence,7.1
46685,9338,Limitless,6
46686,9338,17 Again,9.1
46687,9338,Australia,2.4
46688,9338,War Dogs,2.3
46689,9338,Finding Dory,5.2
46690,9339,Pirates of the Caribbean: On Stranger Tides,4.8
46691,9339,Freedom Writers,4.6
46692,9339,Spectre,3.7
46693,9339,Moana,4
46694,9339,Your Highness,4.4
46695,9340,The Gift,8.3
46696,9340,Lowriders,7.2
46697,9340,Battleship,7.8
46698,9340,Mr. Brooks,4.3
46699,9340,A Million Ways to Die in the West,3.1
46700,9341,Megamind,6.4
46701,9341,Hercules,9.9
46702,9341,Drive,3
46703,9341,Zombieland,2.7
46704,9341,Bacalaureat,5.2
46705,9342,Goosebumps,8.2
46706,9342,Fast & Furious,8
46707,9342,The Theory of Everything,4.9
46708,9342,Pacific Rim,3
46709,9342,The Interview,4.3
46710,9343,Mommy,3.2
46711,9343,The Host,7.8
46712,9343,Custody,5
46713,9343,The Ghost Writer,6.1
46714,9343,Kickboxer: Vengeance,3.9
46715,9344,The Light Between Oceans,8.6
46716,9344,Neighbors 2: Sorority Rising,3.1
46717,9344,Pirates of the Caribbean: Dead Man's Chest,3.7
46718,9344,Friends with Benefits,6.2
46719,9344,Deadpool,9.9
46720,9345,Focus,8.2
46721,9345,USS Indianapolis: Men of Courage,5.6
46722,9345,50/50,9.5
46723,9345,Lavender,3.1
46724,9345,Magic Mike XXL,4.9
46725,9346,Triple 9,8.9
46726,9346,The Rise of the Krays,9.4
46727,9346,The Mortal Instruments: City of Bones,3.8
46728,9346,Captain Fantastic,6
46729,9346,Ender's Game,6.6
46730,9347,The Invitation,4.8
46731,9347,The Sea of Trees,3.2
46732,9347,Olympus Has Fallen,7.8
46733,9347,Shutter Island,5.2
46734,9347,The Spectacular Now,8.2
46735,9348,17 Again,9.3
46736,9348,The 5th Wave,3.6
46737,9348,Robin Hood,6.6
46738,9348,Blue Valentine,2.1
46739,9348,Suite Française,7.8
46740,9349,London Has Fallen,2.4
46741,9349,True Crimes,4.5
46742,9349,The Last Witch Hunter,3
46743,9349,Deepwater Horizon,7.2
46744,9349,Endless Love,8.2
46745,9350,Legion,5.3
46746,9350,Independence Day: Resurgence,6
46747,9350,The Midnight Meat Train,9.1
46748,9350,The Proposal,3.2
46749,9350,Hands of Stone,4.6
46750,9351,Ratatouille,7
46751,9351,Iron Man 2,4.3
46752,9351,Rock Dog,8.9
46753,9351,The Void,3.8
46754,9351,Rush,8
46755,9352,Birth of the Dragon,4.5
46756,9352,20th Century Women,8.5
46757,9352,Before We Go,7.9
46758,9352,The Hunger Games,7.1
46759,9352,The Help,7.6
46760,9353,Dear White People,3.8
46761,9353,Lucy,3.4
46762,9353,Fracture,3.1
46763,9353,Self/less,3
46764,9353,Let Me Make You a Martyr,7.6
46765,9354,Sunshine,4.2
46766,9354,(500) Days of Summer,9.8
46767,9354,This Beautiful Fantastic,8.4
46768,9354,The Infiltrator,3.2
46769,9354,Suicide Squad,8.3
46770,9355,Hairspray,8.7
46771,9355,Why Him?,7.5
46772,9355,Live by Night,3.9
46773,9355,Moonrise Kingdom,9.3
46774,9355,Dawn of the Planet of the Apes,7.3
46775,9356,Mommy,5
46776,9356,The Butler,2.4
46777,9356,Immortals,8.5
46778,9356,Men in Black 3,3.5
46779,9356,Frozen,3.7
46780,9357,Kicks,7.5
46781,9357,Now You See Me,6.6
46782,9357,Super,5.8
46783,9357,Dangal,8.7
46784,9357,Entourage,2.9
46785,9358,Kung Fu Panda 3,7.7
46786,9358,The Stakelander,2.8
46787,9358,Storks,2.1
46788,9358,Burnt,2.9
46789,9358,The Purge,3
46790,9359,The Secret Life of Pets,2
46791,9359,My Big Fat Greek Wedding 2,7.9
46792,9359,Paul,2.6
46793,9359,Genius,2.5
46794,9359,Lowriders,2.1
46795,9360,Star Trek,6.2
46796,9360,Colossal,5.9
46797,9360,RoboCop,4.9
46798,9360,Cars,6.7
46799,9360,Coherence,9.4
46800,9361,Black Swan,9.1
46801,9361,Underworld: Rise of the Lycans,3.7
46802,9361,Hunt for the Wilderpeople,5.3
46803,9361,Room,3.5
46804,9361,Hugo,5.6
46805,9362,Silver Linings Playbook,9.9
46806,9362,The Hunger Games: Mockingjay - Part 2,8.6
46807,9362,PK,4.6
46808,9362,Perfume: The Story of a Murderer,5.1
46809,9362,Chef,7.3
46810,9363,The Illusionist,3.2
46811,9363,Final Destination 5,8.1
46812,9363,Money Monster,6.5
46813,9363,Sex Tape,5.1
46814,9363,Mr. Brooks,3.6
46815,9364,Mamma Mia!,5.9
46816,9364,Seven Psychopaths,9.1
46817,9364,Shame,3.1
46818,9364,Iron Man Three,7.8
46819,9364,Moonlight,2
46820,9365,Vicky Cristina Barcelona,9.7
46821,9365,Zootopia,5.1
46822,9365,Bridesmaids,8.7
46823,9365,The Void,2.1
46824,9365,Hanna,3.8
46825,9366,The Hangover,7.1
46826,9366,Faster,3.2
46827,9366,Collateral Beauty,6.3
46828,9366,The World's End,4.5
46829,9366,A United Kingdom,4.1
46830,9367,Endless Love,6.1
46831,9367,Beautiful Creatures,7.8
46832,9367,Locke,3.8
46833,9367,The Bad Batch,6.1
46834,9367,The King's Speech,4.2
46835,9368,The Expendables 3,3.5
46836,9368,Lavender,5.5
46837,9368,Ghostbusters,7.4
46838,9368,Kubo and the Two Strings,5.4
46839,9368,Jack Reacher: Never Go Back,2.1
46840,9369,Equals,3.5
46841,9369,Pain & Gain,6
46842,9369,Zodiac,5.7
46843,9369,The Twilight Saga: Eclipse,9.4
46844,9369,A Bigger Splash,6.8
46845,9370,Paul,5
46846,9370,The Danish Girl,3.7
46847,9370,Handsome Devil,3.6
46848,9370,We Need to Talk About Kevin,2.4
46849,9370,21,4.1
46850,9371,Ant-Man,2.1
46851,9371,Neighbors,3.6
46852,9371,Entourage,7.2
46853,9371,Fences,4.7
46854,9371,The Escort,3.3
46855,9372,Into the Woods,5.3
46856,9372,Handsome Devil,9.6
46857,9372,Everybody Wants Some!!,4.1
46858,9372,The Social Network,9.7
46859,9372,Tomorrowland,8.7
46860,9373,Paint It Black,9.5
46861,9373,Viking,6.8
46862,9373,What We Do in the Shadows,6.1
46863,9373,The Whole Truth,4.4
46864,9373,Furious 6,9.7
46865,9374,World War Z,2.6
46866,9374,True Grit,4.4
46867,9374,Pain & Gain,5.3
46868,9374,Jagten,9.7
46869,9374,The Intern,8.2
46870,9375,Cars,3.5
46871,9375,The Pursuit of Happyness,2.2
46872,9375,Carol,2.2
46873,9375,Fantastic Four,7
46874,9375,Dracula Untold,4.8
46875,9376,The Gunman,6.8
46876,9376,The Place Beyond the Pines,3
46877,9376,The Twilight Saga: Eclipse,6.8
46878,9376,Sweeney Todd: The Demon Barber of Fleet Street,4.4
46879,9376,Toni Erdmann,6.1
46880,9377,Hunger,4.6
46881,9377,The Age of Shadows,5.3
46882,9377,Bacalaureat,3.7
46883,9377,Never Back Down,3.3
46884,9377,The 9th Life of Louis Drax,5.6
46885,9378,A Walk Among the Tombstones,6
46886,9378,Centurion,2.4
46887,9378,Pet,4.7
46888,9378,Assassin's Creed,3.9
